%	cons	son	syll	cont	app	lat	nas	dr	stri	rho	clk	voi	sg	cg	LAB	ldl	rnd	COR	ant	dist	DOR	fr	bk	hi	lo	tens	red	PHR	atr	rtr
ɦ	-	-	-	+	-	-	-	-	-	-	-	+	+	-	-	0	0	-	0	0	-	0	0	0	0	0	0	-	0	0
ʔ̰	-	-	-	-	-	-	-	-	-	-	-	+	-	+	-	0	0	-	0	0	-	0	0	0	0	0	0	-	0	0
ʔ͡h	-	-	-	-	-	-	-	+	-	-	-	-	+	-	-	0	0	-	0	0	-	0	0	0	0	0	0	-	0	0
ʍ	-	+	-	+	+	-	-	-	-	-	-	-	-	-	+	-	+	-	0	0	+	-	+	+	-	-	-	-	0	0
w	-	+	-	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	+	+	-	-	-	-	0	0
j	-	+	-	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	+	-	+	-	-	-	-	0	0
ɥ	-	+	-	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	+	-	+	-	-	-	-	0	0
ɧ	+	-	-	+	-	-	-	-	-	-	-	-	-	-	-	0	0	+	-	+	+	-	+	+	-	-	-	-	0	0
ɫ	+	+	-	+	+	+	-	-	-	-	-	+	-	-	-	0	0	+	+	-	+	-	+	+	-	-	-	-	0	0
i	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	+	-	+	-	+	-	-	0	0
y	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	+	-	+	-	+	-	-	0	0
ɪ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	+	-	+	-	-	-	-	0	0
ʏ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	+	-	+	-	-	-	-	0	0
e	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	+	-	-	-	+	-	-	0	0
ø	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	+	-	-	-	+	-	-	0	0
ɛ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	+	-	-	-	-	-	-	0	0
œ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	+	-	-	-	-	-	-	0	0
æ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	+	-	-	+	+	-	-	0	0
æʷ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	+	-	-	+	+	-	-	0	0
æ̞	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	+	-	-	+	-	-	-	0	0
ɶ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	+	-	-	+	-	-	-	0	0
ɨ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	-	+	-	+	-	-	0	0
ʉ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	-	+	-	+	-	-	0	0
ɪ̈	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	-	+	-	-	-	-	0	0
ʊ̈	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	-	+	-	-	-	-	0	0
ɘ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	-	-	-	+	-	-	0	0
ɵ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	-	-	-	+	-	-	0	0
ə	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	-	-	-	-	+	-	0	0
ɜ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	-	-	-	-	-	-	0	0
ɞ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	-	-	-	-	-	-	0	0
ɐ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	-	-	+	+	-	-	0	0
ɐʷ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	-	-	+	+	-	-	0	0
a	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	-	-	+	-	-	-	0	0
ɒ̈	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	-	-	+	-	-	-	0	0
ɯ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	+	+	-	+	-	-	0	0
u	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	+	+	-	+	-	-	0	0
ɯ̽	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	+	+	-	-	-	-	0	0
ʊ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	+	+	-	-	-	-	0	0
ɤ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	+	-	-	+	-	-	0	0
o	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	+	-	-	+	-	-	0	0
ʌ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	+	-	-	-	-	-	0	0
ɔ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	+	-	-	-	-	-	0	0
ɑ̝	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	+	-	+	+	-	-	0	0
ɒ̝	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	+	-	+	+	-	-	0	0
ɑ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	-	-	0	0	+	-	+	-	+	-	-	-	0	0
ɒ	-	+	+	+	+	-	-	-	-	-	-	+	-	-	+	-	+	-	0	0	+	-	+	-	+	-	-	-	0	0
kʘ	+	-	-	-	-	-	-	-	-	-	+	-	-	-	+	-	-	-	0	0	+	-	+	+	-	-	-	-	0	0
ɡʘ	+	-	-	-	-	-	-	-	-	-	+	+	-	-	+	-	-	-	0	0	+	-	+	+	-	-	-	-	0	0
ŋʘ	+	+	-	-	-	-	+	-	-	-	+	+	-	-	+	-	-	-	0	0	+	-	+	+	-	-	-	-	0	0
qʘ	+	-	-	-	-	-	-	-	-	-	+	-	-	-	+	-	-	-	0	0	+	-	+	-	-	-	-	-	0	0
ɢʘ	+	-	-	-	-	-	-	-	-	-	+	+	-	-	+	-	-	-	0	0	+	-	+	-	-	-	-	-	0	0
ɴʘ	+	+	-	-	-	-	+	-	-	-	+	+	-	-	+	-	-	-	0	0	+	-	+	-	-	-	-	-	0	0
kʘ̪	+	-	-	-	-	-	-	-	-	-	+	-	-	-	+	+	-	-	0	0	+	-	+	+	-	-	-	-	0	0
ɡʘ̪	+	-	-	-	-	-	-	-	-	-	+	+	-	-	+	+	-	-	0	0	+	-	+	+	-	-	-	-	0	0
ŋʘ̪	+	+	-	-	-	-	+	-	-	-	+	+	-	-	+	+	-	-	0	0	+	-	+	+	-	-	-	-	0	0
qʘ̪	+	-	-	-	-	-	-	-	-	-	+	-	-	-	+	+	-	-	0	0	+	-	+	-	-	-	-	-	0	0
ɢʘ̪	+	-	-	-	-	-	-	-	-	-	+	+	-	-	+	+	-	-	0	0	+	-	+	-	-	-	-	-	0	0
ɴʘ̪	+	+	-	-	-	-	+	-	-	-	+	+	-	-	+	+	-	-	0	0	+	-	+	-	-	-	-	-	0	0
kǀ	+	-	-	-	-	-	-	-	-	-	+	-	-	-	-	0	0	+	+	+	+	-	+	+	-	-	-	-	0	0
ɡǀ	+	-	-	-	-	-	-	-	-	-	+	+	-	-	-	0	0	+	+	+	+	-	+	+	-	-	-	-	0	0
ŋǀ	+	+	-	-	-	-	+	-	-	-	+	+	-	-	-	0	0	+	+	+	+	-	+	+	-	-	-	-	0	0
qǀ	+	-	-	-	-	-	-	-	-	-	+	+	-	-	-	0	0	+	+	+	+	-	+	-	-	-	-	-	0	0
ɢǀ	+	-	-	-	-	-	-	-	-	-	+	+	-	-	-	0	0	+	+	+	+	-	+	-	-	-	-	-	0	0
ɴǀ	+	+	-	-	-	-	+	-	-	-	+	+	-	-	-	0	0	+	+	+	+	-	+	-	-	-	-	-	0	0
kǃ	+	-	-	-	-	-	-	-	-	-	+	-	-	-	-	0	0	+	+	-	+	-	+	+	-	-	-	-	0	0
ɡǃ	+	-	-	-	-	-	-	-	-	-	+	+	-	-	-	0	0	+	+	-	+	-	+	+	-	-	-	-	0	0
ŋǃ	+	+	-	-	-	-	+	-	-	-	+	+	-	-	-	0	0	+	+	-	+	-	+	+	-	-	-	-	0	0
qǃ	+	-	-	-	-	-	-	-	-	-	+	+	-	-	-	0	0	+	+	-	+	-	+	-	-	-	-	-	0	0
ɢǃ	+	-	-	-	-	-	-	-	-	-	+	+	-	-	-	0	0	+	+	-	+	-	+	-	-	-	-	-	0	0
ɴǃ	+	+	-	-	-	-	+	-	-	-	+	+	-	-	-	0	0	+	+	-	+	-	+	-	-	-	-	-	0	0
kǁ	+	-	-	-	-	+	-	-	-	-	+	-	-	-	-	0	0	+	+	-	+	-	+	+	-	-	-	-	0	0
ɡǁ	+	-	-	-	-	+	-	-	-	-	+	+	-	-	-	0	0	+	+	-	+	-	+	+	-	-	-	-	0	0
ŋǁ	+	+	-	-	-	+	+	-	-	-	+	+	-	-	-	0	0	+	+	-	+	-	+	+	-	-	-	-	0	0
qǁ	+	-	-	-	-	+	-	-	-	-	+	+	-	-	-	0	0	+	+	-	+	-	+	-	-	-	-	-	0	0
ɢǁ	+	-	-	-	-	+	-	-	-	-	+	+	-	-	-	0	0	+	+	-	+	-	+	-	-	-	-	-	0	0
ɴǁ	+	+	-	-	-	+	+	-	-	-	+	+	-	-	-	0	0	+	+	-	+	-	+	-	-	-	-	-	0	0
k‼	+	-	-	-	-	-	-	-	-	-	+	-	-	-	-	0	0	+	-	-	+	-	+	+	-	-	-	-	0	0
ɡ‼	+	-	-	-	-	-	-	-	-	-	+	+	-	-	-	0	0	+	-	-	+	-	+	+	-	-	-	-	0	0
ŋ‼	+	+	-	-	-	-	+	-	-	-	+	+	-	-	-	0	0	+	-	-	+	-	+	+	-	-	-	-	0	0
q‼	+	-	-	-	-	-	-	-	-	-	+	+	-	-	-	0	0	+	-	-	+	-	+	-	-	-	-	-	0	0
ɢ‼	+	-	-	-	-	-	-	-	-	-	+	+	-	-	-	0	0	+	-	-	+	-	+	-	-	-	-	-	0	0
ɴ‼	+	+	-	-	-	-	+	-	-	-	+	+	-	-	-	0	0	+	-	-	+	-	+	-	-	-	-	-	0	0
kǂ	+	-	-	-	-	-	-	-	-	-	+	-	-	-	-	0	0	+	-	+	+	+	-	+	-	-	-	-	0	0
ɡǂ	+	-	-	-	-	-	-	-	-	-	+	+	-	-	-	0	0	+	-	+	+	+	-	+	-	-	-	-	0	0
ŋǂ	+	+	-	-	-	-	+	-	-	-	+	+	-	-	-	0	0	+	-	+	+	+	-	+	-	-	-	-	0	0
qǂ	+	-	-	-	-	-	-	-	-	-	+	+	-	-	-	0	0	+	-	+	+	+	-	-	-	-	-	-	0	0
ɢǂ	+	-	-	-	-	-	-	-	-	-	+	+	-	-	-	0	0	+	-	+	+	+	-	-	-	-	-	-	0	0
ɴǂ	+	+	-	-	-	-	+	-	-	-	+	+	-	-	-	0	0	+	-	+	+	+	-	-	-	-	-	-	0	0
